ip_right_type,application_number,classification_system,classification,classification_importance,classification_inventiveness,classification_source,classifying_country_code,classification_date,classification_removal_date,classification_system_version,is_current
pbr,2018/045,upov,fraga_ana,,,,au,,,,True
pbr,2018/045,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/045,genus,fragaria,,,,au,,,,True
pbr,2018/046,upov,fraga_ana,,,,au,,,,True
pbr,2018/046,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/046,genus,fragaria,,,,au,,,,True
pbr,2018/047,upov,fraga_ana,,,,au,,,,True
pbr,2018/047,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/047,genus,fragaria,,,,au,,,,True
pbr,2018/048,upov,fraga_ana,,,,au,,,,True
pbr,2018/048,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/048,genus,fragaria,,,,au,,,,True
pbr,2018/049,upov,fraga_ana,,,,au,,,,True
pbr,2018/049,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/049,genus,fragaria,,,,au,,,,True
pbr,2018/050,upov,fraga_ana,,,,au,,,,True
pbr,2018/050,genus_species,fragaria xananassa,,,,au,,,,True
pbr,2018/050,genus,fragaria,,,,au,,,,True
pbr,2018/051,upov,rosaa,,,,au,,,,True
pbr,2018/051,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/051,genus,rosa,,,,au,,,,True
pbr,2018/052,upov,vacci,,,,au,,,,True
pbr,2018/052,genus_species,vaccinium hybrid,,,,au,,,,True
pbr,2018/052,genus,vaccinium,,,,au,,,,True
pbr,2018/053,upov,malus_dom,,,,au,,,,True
pbr,2018/053,genus_species,malus domestica,,,,au,,,,True
pbr,2018/053,genus,malus,,,,au,,,,True
pbr,2018/054,upov,malus_dom,,,,au,,,,True
pbr,2018/054,genus_species,malus domestica,,,,au,,,,True
pbr,2018/054,genus,malus,,,,au,,,,True
pbr,2018/055,upov,rosaa,,,,au,,,,True
pbr,2018/055,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/055,genus,rosa,,,,au,,,,True
pbr,2018/056,upov,rosaa,,,,au,,,,True
pbr,2018/056,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/056,genus,rosa,,,,au,,,,True
pbr,2018/057,upov,rosaa,,,,au,,,,True
pbr,2018/057,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/057,genus,rosa,,,,au,,,,True
pbr,2018/058,upov,prunu_avi,,,,au,,,,True
pbr,2018/058,genus_species,prunus avium,,,,au,,,,True
pbr,2018/058,genus,prunus,,,,au,,,,True
pbr,2018/059,upov,prunu_avi,,,,au,,,,True
pbr,2018/059,genus_species,prunus avium,,,,au,,,,True
pbr,2018/059,genus,prunus,,,,au,,,,True
pbr,2018/060,upov,prunu_avi,,,,au,,,,True
pbr,2018/060,genus_species,prunus avium,,,,au,,,,True
pbr,2018/060,genus,prunus,,,,au,,,,True
pbr,2018/061,upov,prunu_avi,,,,au,,,,True
pbr,2018/061,genus_species,prunus avium,,,,au,,,,True
pbr,2018/061,genus,prunus,,,,au,,,,True
pbr,2018/062,upov,arach_hyp,,,,au,,,,True
pbr,2018/062,genus_species,arachis hypogaea,,,,au,,,,True
pbr,2018/062,genus,arachis,,,,au,,,,True
pbr,2018/063,upov,arach_hyp,,,,au,,,,True
pbr,2018/063,genus_species,arachis hypogaea,,,,au,,,,True
pbr,2018/063,genus,arachis,,,,au,,,,True
pbr,2018/064,upov,prunu_sal,,,,au,,,,True
pbr,2018/064,genus_species,prunus salicina,,,,au,,,,True
pbr,2018/064,genus,prunus,,,,au,,,,True
pbr,2018/065,upov,lactu_sat,,,,au,,,,True
pbr,2018/065,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/065,genus,lactuca,,,,au,,,,True
pbr,2018/066,upov,malus_dom,,,,au,,,,True
pbr,2018/066,genus_species,malus domestica,,,,au,,,,True
pbr,2018/066,genus,malus,,,,au,,,,True
pbr,2018/067,upov,corre_pul,,,,au,,,,True
pbr,2018/067,genus_species,correa pulchella,,,,au,,,,True
pbr,2018/067,genus,correa,,,,au,,,,True
pbr,2018/068,upov,corre_pul,,,,au,,,,True
pbr,2018/068,genus_species,correa pulchella,,,,au,,,,True
pbr,2018/068,genus,correa,,,,au,,,,True
pbr,2018/069,upov,corre_pul,,,,au,,,,True
pbr,2018/069,genus_species,correa pulchella,,,,au,,,,True
pbr,2018/069,genus,correa,,,,au,,,,True
pbr,2018/070,upov,corre_gla,,,,au,,,,True
pbr,2018/070,genus_species,correa glabra,,,,au,,,,True
pbr,2018/070,genus,correa,,,,au,,,,True
pbr,2018/071,upov,corre_pul,,,,au,,,,True
pbr,2018/071,genus_species,correa pulchella,,,,au,,,,True
pbr,2018/071,genus,correa,,,,au,,,,True
pbr,2018/072,upov,corre_pul,,,,au,,,,True
pbr,2018/072,genus_species,correa pulchella,,,,au,,,,True
pbr,2018/072,genus,correa,,,,au,,,,True
pbr,2018/073,upov,lager,,,,au,,,,True
pbr,2018/073,genus_species,lagerstroemia hybrid,,,,au,,,,True
pbr,2018/073,genus,lagerstroemia,,,,au,,,,True
pbr,2018/074,upov,malus_dom,,,,au,,,,True
pbr,2018/074,genus_species,malus domestica,,,,au,,,,True
pbr,2018/074,genus,malus,,,,au,,,,True
pbr,2018/075,upov,photi_gla,,,,au,,,,True
pbr,2018/075,genus_species,photinia glabra,,,,au,,,,True
pbr,2018/075,genus,photinia,,,,au,,,,True
pbr,2018/076,upov,prunu_per,,,,au,,,,True
pbr,2018/076,genus_species,prunus persica,,,,au,,,,True
pbr,2018/076,genus,prunus,,,,au,,,,True
pbr,2018/077,upov,fuchs,,,,au,,,,True
pbr,2018/077,genus_species,fuchsia hybrid,,,,au,,,,True
pbr,2018/077,genus,fuchsia,,,,au,,,,True
pbr,2018/078,upov,fuchs,,,,au,,,,True
pbr,2018/078,genus_species,fuchsia hybrid,,,,au,,,,True
pbr,2018/078,genus,fuchsia,,,,au,,,,True
pbr,2018/079,upov,clito_ter,,,,au,,,,True
pbr,2018/079,genus_species,clitoria ternatea,,,,au,,,,True
pbr,2018/079,genus,clitoria,,,,au,,,,True
pbr,2018/080,upov,grevi,,,,au,,,,True
pbr,2018/080,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2018/080,genus,grevillea,,,,au,,,,True
pbr,2018/081,upov,melis_off,,,,au,,,,True
pbr,2018/081,genus_species,melissa officinalis,,,,au,,,,True
pbr,2018/081,genus,melissa,,,,au,,,,True
pbr,2018/082,upov,lactu_sat,,,,au,,,,True
pbr,2018/082,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/082,genus,lactuca,,,,au,,,,True
pbr,2018/083,upov,cucum_sat,,,,au,,,,True
pbr,2018/083,genus_species,cucumis sativus,,,,au,,,,True
pbr,2018/083,genus,cucumis,,,,au,,,,True
pbr,2018/084,upov,prunu_sam,,,,au,,,,True
pbr,2018/084,genus_species,prunus armeniaca x salicina,,,,au,,,,True
pbr,2018/084,genus,prunus,,,,au,,,,True
pbr,2018/085,upov,oryza_sat,,,,au,,,,True
pbr,2018/085,genus_species,oryza sativa,,,,au,,,,True
pbr,2018/085,genus,oryza,,,,au,,,,True
pbr,2018/086,upov,vitis_vin,,,,au,,,,True
pbr,2018/086,genus_species,vitis vinifera,,,,au,,,,True
pbr,2018/086,genus,vitis,,,,au,,,,True
pbr,2018/087,upov,spina_ole,,,,au,,,,True
pbr,2018/087,genus_species,spinacia oleracea,,,,au,,,,True
pbr,2018/087,genus,spinacia,,,,au,,,,True
pbr,2018/088,upov,spina_ole,,,,au,,,,True
pbr,2018/088,genus_species,spinacia oleracea,,,,au,,,,True
pbr,2018/088,genus,spinacia,,,,au,,,,True
pbr,2018/089,upov,spina_ole,,,,au,,,,True
pbr,2018/089,genus_species,spinacia oleracea,,,,au,,,,True
pbr,2018/089,genus,spinacia,,,,au,,,,True
pbr,2018/090,upov,spina_ole,,,,au,,,,True
pbr,2018/090,genus_species,spinacia oleracea,,,,au,,,,True
pbr,2018/090,genus,spinacia,,,,au,,,,True
pbr,2018/091,upov,malus_dom,,,,au,,,,True
pbr,2018/091,genus_species,malus domestica,,,,au,,,,True
pbr,2018/091,genus,malus,,,,au,,,,True
pbr,2018/092,upov,lactu_sat,,,,au,,,,True
pbr,2018/092,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/092,genus,lactuca,,,,au,,,,True
pbr,2018/093,upov,rosaa,,,,au,,,,True
pbr,2018/093,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/093,genus,rosa,,,,au,,,,True
pbr,2018/094,upov,triti_aes,,,,au,,,,True
pbr,2018/094,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/094,genus,triticum,,,,au,,,,True
pbr,2018/095,upov,rosaa,,,,au,,,,True
pbr,2018/095,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/095,genus,rosa,,,,au,,,,True
pbr,2018/096,upov,triti_aes,,,,au,,,,True
pbr,2018/096,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/096,genus,triticum,,,,au,,,,True
pbr,2018/097,upov,prunu_avi,,,,au,,,,True
pbr,2018/097,genus_species,prunus avium,,,,au,,,,True
pbr,2018/097,genus,prunus,,,,au,,,,True
pbr,2018/098,upov,avena_sat,,,,au,,,,True
pbr,2018/098,genus_species,avena sativa,,,,au,,,,True
pbr,2018/098,genus,avena,,,,au,,,,True
pbr,2018/099,upov,actin_chi,,,,au,,,,True
pbr,2018/099,genus_species,actinidia chinensis,,,,au,,,,True
pbr,2018/099,genus,actinidia,,,,au,,,,True
pbr,2018/100,upov,actin_chi,,,,au,,,,True
pbr,2018/100,genus_species,actinidia chinensis,,,,au,,,,True
pbr,2018/100,genus,actinidia,,,,au,,,,True
pbr,2018/103,upov,acmen_smi,,,,au,,,,True
pbr,2018/103,genus_species,acmena smithii,,,,au,,,,True
pbr,2018/103,genus,acmena,,,,au,,,,True
pbr,2018/104,upov,acmen_smi,,,,au,,,,True
pbr,2018/104,genus_species,acmena smithii,,,,au,,,,True
pbr,2018/104,genus,acmena,,,,au,,,,True
pbr,2018/105,upov,ipomo_bat,,,,au,,,,True
pbr,2018/105,genus_species,ipomoea batatas,,,,au,,,,True
pbr,2018/105,genus,ipomoea,,,,au,,,,True
pbr,2018/106,upov,avena_sat,,,,au,,,,True
pbr,2018/106,genus_species,avena sativa,,,,au,,,,True
pbr,2018/106,genus,avena,,,,au,,,,True
pbr,2018/107,upov,ocimu_min,,,,au,,,,True
pbr,2018/107,genus_species,ocimum minimum,,,,au,,,,True
pbr,2018/107,genus,ocimum,,,,au,,,,True
pbr,2018/111,upov,acaci_bin,,,,au,,,,True
pbr,2018/111,genus_species,acacia binervia,,,,au,,,,True
pbr,2018/111,genus,acacia,,,,au,,,,True
pbr,2018/112,upov,prunu_sam,,,,au,,,,True
pbr,2018/112,genus_species,prunus salicina x armeniaca,,,,au,,,,True
pbr,2018/112,genus,prunus,,,,au,,,,True
pbr,2018/113,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/113,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/113,genus,prunus,,,,au,,,,True
pbr,2018/114,upov,prunu_per,,,,au,,,,True
pbr,2018/114,genus_species,prunus persica,,,,au,,,,True
pbr,2018/114,genus,prunus,,,,au,,,,True
pbr,2018/115,upov,prunu_sam,,,,au,,,,True
pbr,2018/115,genus_species,prunus salicina x armeniaca,,,,au,,,,True
pbr,2018/115,genus,prunus,,,,au,,,,True
pbr,2018/116,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/116,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/116,genus,prunus,,,,au,,,,True
pbr,2018/117,upov,penst_hyb,,,,au,,,,True
pbr,2018/117,genus_species,penstemon hybrid,,,,au,,,,True
pbr,2018/117,genus,penstemon,,,,au,,,,True
pbr,2018/118,upov,penst_hyb,,,,au,,,,True
pbr,2018/118,genus_species,penstemon hybrid,,,,au,,,,True
pbr,2018/118,genus,penstemon,,,,au,,,,True
pbr,2018/119,upov,penst_hyb,,,,au,,,,True
pbr,2018/119,genus_species,penstemon hybrid,,,,au,,,,True
pbr,2018/119,genus,penstemon,,,,au,,,,True
pbr,2018/120,upov,ocimu_bas,,,,au,,,,True
pbr,2018/120,genus_species,ocimum basilicum,,,,au,,,,True
pbr,2018/120,genus,ocimum,,,,au,,,,True
pbr,2018/121,upov,ocimu_bas,,,,au,,,,True
pbr,2018/121,genus_species,ocimum basilicum,,,,au,,,,True
pbr,2018/121,genus,ocimum,,,,au,,,,True
pbr,2018/122,upov,ocimu_bas,,,,au,,,,True
pbr,2018/122,genus_species,ocimum basilicum,,,,au,,,,True
pbr,2018/122,genus,ocimum,,,,au,,,,True
pbr,2018/123,upov,ginkg_bil,,,,au,,,,True
pbr,2018/123,genus_species,ginkgo biloba,,,,au,,,,True
pbr,2018/123,genus,ginkgo,,,,au,,,,True
pbr,2018/124,upov,zamio_zam,,,,au,,,,True
pbr,2018/124,genus_species,zamioculcas zamiifolia,,,,au,,,,True
pbr,2018/124,genus,zamioculcas,,,,au,,,,True
pbr,2018/125,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/125,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/125,genus,prunus,,,,au,,,,True
pbr,2018/126,upov,prunu_per,,,,au,,,,True
pbr,2018/126,genus_species,prunus persica,,,,au,,,,True
pbr,2018/126,genus,prunus,,,,au,,,,True
pbr,2018/127,upov,prunu_sam,,,,au,,,,True
pbr,2018/127,genus_species,prunus salicina x armeniaca,,,,au,,,,True
pbr,2018/127,genus,prunus,,,,au,,,,True
pbr,2018/128,upov,prunu_per,,,,au,,,,True
pbr,2018/128,genus_species,prunus persica,,,,au,,,,True
pbr,2018/128,genus,prunus,,,,au,,,,True
pbr,2018/129,upov,grevi,,,,au,,,,True
pbr,2018/129,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2018/129,genus,grevillea,,,,au,,,,True
pbr,2018/130,upov,grevi,,,,au,,,,True
pbr,2018/130,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2018/130,genus,grevillea,,,,au,,,,True
pbr,2018/131,upov,grevi,,,,au,,,,True
pbr,2018/131,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2018/131,genus,grevillea,,,,au,,,,True
pbr,2018/132,upov,grevi,,,,au,,,,True
pbr,2018/132,genus_species,grevillea hybrid,,,,au,,,,True
pbr,2018/132,genus,grevillea,,,,au,,,,True
pbr,2018/133,upov,rubus_ida,,,,au,,,,True
pbr,2018/133,genus_species,rubus idaeus,,,,au,,,,True
pbr,2018/133,genus,rubus,,,,au,,,,True
pbr,2018/134,upov,medic_sat,,,,au,,,,True
pbr,2018/134,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/134,genus,medicago,,,,au,,,,True
pbr,2018/135,upov,medic_sat,,,,au,,,,True
pbr,2018/135,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/135,genus,medicago,,,,au,,,,True
pbr,2018/136,upov,medic_sat,,,,au,,,,True
pbr,2018/136,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/136,genus,medicago,,,,au,,,,True
pbr,2018/137,upov,medic_sat,,,,au,,,,True
pbr,2018/137,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/137,genus,medicago,,,,au,,,,True
pbr,2018/138,upov,rosaa,,,,au,,,,True
pbr,2018/138,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/138,genus,rosa,,,,au,,,,True
pbr,2018/139,upov,stylo_vis,,,,au,,,,True
pbr,2018/139,genus_species,stylosanthes viscosa,,,,au,,,,True
pbr,2018/139,genus,stylosanthes,,,,au,,,,True
pbr,2018/140,upov,festu_aru,,,,au,,,,True
pbr,2018/140,genus_species,festuca arundinacea,,,,au,,,,True
pbr,2018/140,genus,festuca,,,,au,,,,True
pbr,2018/141,upov,calat_lie,,,,au,,,,True
pbr,2018/141,genus_species,calathea lietzei,,,,au,,,,True
pbr,2018/141,genus,calathea,,,,au,,,,True
pbr,2018/142,upov,rubus_ida,,,,au,,,,True
pbr,2018/142,genus_species,rubus idaeus l.,,,,au,,,,True
pbr,2018/142,genus,rubus,,,,au,,,,True
pbr,2018/143,upov,rosma_off,,,,au,,,,True
pbr,2018/143,genus_species,rosmarinus officinalis,,,,au,,,,True
pbr,2018/143,genus,rosmarinus,,,,au,,,,True
pbr,2018/144,upov,prunu_per,,,,au,,,,True
pbr,2018/144,genus_species,prunus persica,,,,au,,,,True
pbr,2018/144,genus,prunus,,,,au,,,,True
pbr,2018/145,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/145,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/145,genus,prunus,,,,au,,,,True
pbr,2018/146,upov,prunu_per,,,,au,,,,True
pbr,2018/146,genus_species,prunus persica,,,,au,,,,True
pbr,2018/146,genus,prunus,,,,au,,,,True
pbr,2018/147,upov,rosaa,,,,au,,,,True
pbr,2018/147,genus_species,rosa hybrid,,,,au,,,,True
pbr,2018/147,genus,rosa,,,,au,,,,True
pbr,2018/148,upov,prunu_per,,,,au,,,,True
pbr,2018/148,genus_species,prunus persica,,,,au,,,,True
pbr,2018/148,genus,prunus,,,,au,,,,True
pbr,2018/149,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/149,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/149,genus,prunus,,,,au,,,,True
pbr,2018/150,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/150,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/150,genus,prunus,,,,au,,,,True
pbr,2018/151,upov,prunu_per_nuc,,,,au,,,,True
pbr,2018/151,genus_species,prunus persica var. nucipersica,,,,au,,,,True
pbr,2018/151,genus,prunus,,,,au,,,,True
pbr,2018/152,upov,vitis_vin,,,,au,,,,True
pbr,2018/152,genus_species,vitis vinifera,,,,au,,,,True
pbr,2018/152,genus,vitis,,,,au,,,,True
pbr,2018/153,upov,vitis_vin,,,,au,,,,True
pbr,2018/153,genus_species,vitis vinifera,,,,au,,,,True
pbr,2018/153,genus,vitis,,,,au,,,,True
pbr,2018/154,upov,vitis_vin,,,,au,,,,True
pbr,2018/154,genus_species,vitis vinifera,,,,au,,,,True
pbr,2018/154,genus,vitis,,,,au,,,,True
pbr,2018/155,upov,salvi_off,,,,au,,,,True
pbr,2018/155,genus_species,salvia officinalis,,,,au,,,,True
pbr,2018/155,genus,salvia,,,,au,,,,True
pbr,2018/156,upov,medic_sat,,,,au,,,,True
pbr,2018/156,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/156,genus,medicago,,,,au,,,,True
pbr,2018/157,upov,medic_sat,,,,au,,,,True
pbr,2018/157,genus_species,medicago sativa,,,,au,,,,True
pbr,2018/157,genus,medicago,,,,au,,,,True
pbr,2018/158,upov,jugla_reg,,,,au,,,,True
pbr,2018/158,genus_species,juglans regia,,,,au,,,,True
pbr,2018/158,genus,juglans,,,,au,,,,True
pbr,2018/159,upov,senec,,,,au,,,,True
pbr,2018/159,genus_species,senecio hybrid,,,,au,,,,True
pbr,2018/159,genus,senecio,,,,au,,,,True
pbr,2018/160,upov,prunu_per,,,,au,,,,True
pbr,2018/160,genus_species,prunus persica,,,,au,,,,True
pbr,2018/160,genus,prunus,,,,au,,,,True
pbr,2018/161,upov,prunu_sam,,,,au,,,,True
pbr,2018/161,genus_species,prunus salicina x armeniaca,,,,au,,,,True
pbr,2018/161,genus,prunus,,,,au,,,,True
pbr,2018/162,upov,triti_aes,,,,au,,,,True
pbr,2018/162,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/162,genus,triticum,,,,au,,,,True
pbr,2018/163,upov,prunu_srp,,,,au,,,,True
pbr,2018/163,genus_species,prunus salicina x armeniaca x persica,,,,au,,,,True
pbr,2018/163,genus,prunus,,,,au,,,,True
pbr,2018/164,upov,prunu,,,,au,,,,True
pbr,2018/164,genus_species,prunus hybrid,,,,au,,,,True
pbr,2018/164,genus,prunus,,,,au,,,,True
pbr,2018/165,upov,prunu,,,,au,,,,True
pbr,2018/165,genus_species,prunus hybrid,,,,au,,,,True
pbr,2018/165,genus,prunus,,,,au,,,,True
pbr,2018/166,upov,armer_pse,,,,au,,,,True
pbr,2018/166,genus_species,armeria pseudarmeria,,,,au,,,,True
pbr,2018/166,genus,armeria,,,,au,,,,True
pbr,2018/167,upov,triti_aes,,,,au,,,,True
pbr,2018/167,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/167,genus,triticum,,,,au,,,,True
pbr,2018/168,upov,vacci,,,,au,,,,True
pbr,2018/168,genus_species,vaccinium hybrid,,,,au,,,,True
pbr,2018/168,genus,vaccinium,,,,au,,,,True
pbr,2018/169,upov,prunu_srp,,,,au,,,,True
pbr,2018/169,genus_species,prunus salicina x armeniaca x persica,,,,au,,,,True
pbr,2018/169,genus,prunus,,,,au,,,,True
pbr,2018/170,upov,vacci,,,,au,,,,True
pbr,2018/170,genus_species,vaccinium hybrid,,,,au,,,,True
pbr,2018/170,genus,vaccinium,,,,au,,,,True
pbr,2018/171,upov,vacci,,,,au,,,,True
pbr,2018/171,genus_species,vaccinium hybrid,,,,au,,,,True
pbr,2018/171,genus,vaccinium,,,,au,,,,True
pbr,2018/172,upov,vacci,,,,au,,,,True
pbr,2018/172,genus_species,vaccinium hybrid,,,,au,,,,True
pbr,2018/172,genus,vaccinium,,,,au,,,,True
pbr,2018/173,upov,solan_tub,,,,au,,,,True
pbr,2018/173,genus_species,solanum tuberosum,,,,au,,,,True
pbr,2018/173,genus,solanum,,,,au,,,,True
pbr,2018/174,upov,alstr,,,,au,,,,True
pbr,2018/174,genus_species,alstroemeria hybrid,,,,au,,,,True
pbr,2018/174,genus,alstroemeria,,,,au,,,,True
pbr,2018/175,upov,loliu_bou,,,,au,,,,True
pbr,2018/175,genus_species,lolium boucheanum,,,,au,,,,True
pbr,2018/175,genus,lolium,,,,au,,,,True
pbr,2018/188,upov,triti_aes,,,,au,,,,True
pbr,2018/188,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/188,genus,triticum,,,,au,,,,True
pbr,2018/189,upov,triti_aes,,,,au,,,,True
pbr,2018/189,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/189,genus,triticum,,,,au,,,,True
pbr,2018/190,upov,loliu_bou,,,,au,,,,True
pbr,2018/190,genus_species,lolium boucheanum,,,,au,,,,True
pbr,2018/190,genus,lolium,,,,au,,,,True
pbr,2018/191,upov,avena_sat,,,,au,,,,True
pbr,2018/191,genus_species,avena sativa,,,,au,,,,True
pbr,2018/191,genus,avena,,,,au,,,,True
pbr,2018/192,upov,solan_lyc,,,,au,,,,True
pbr,2018/192,genus_species,solanum lycopersicum,,,,au,,,,True
pbr,2018/192,genus,solanum,,,,au,,,,True
pbr,2018/193,upov,carex_osh,,,,au,,,,True
pbr,2018/193,genus_species,carex oshimensis,,,,au,,,,True
pbr,2018/193,genus,carex,,,,au,,,,True
pbr,2018/194,upov,carex_osh,,,,au,,,,True
pbr,2018/194,genus_species,carex oshimensis,,,,au,,,,True
pbr,2018/194,genus,carex,,,,au,,,,True
pbr,2018/195,upov,prunu_avi,,,,au,,,,True
pbr,2018/195,genus_species,prunus avium,,,,au,,,,True
pbr,2018/195,genus,prunus,,,,au,,,,True
pbr,2018/196,upov,prunu_avi,,,,au,,,,True
pbr,2018/196,genus_species,prunus avium,,,,au,,,,True
pbr,2018/196,genus,prunus,,,,au,,,,True
pbr,2018/197,upov,prunu_avi,,,,au,,,,True
pbr,2018/197,genus_species,prunus avium,,,,au,,,,True
pbr,2018/197,genus,prunus,,,,au,,,,True
pbr,2018/198,upov,prunu_avi,,,,au,,,,True
pbr,2018/198,genus_species,prunus avium,,,,au,,,,True
pbr,2018/198,genus,prunus,,,,au,,,,True
pbr,2018/199,upov,prunu_avi,,,,au,,,,True
pbr,2018/199,genus_species,prunus avium,,,,au,,,,True
pbr,2018/199,genus,prunus,,,,au,,,,True
pbr,2018/200,upov,prunu_avi,,,,au,,,,True
pbr,2018/200,genus_species,prunus avium,,,,au,,,,True
pbr,2018/200,genus,prunus,,,,au,,,,True
pbr,2018/201,upov,rubus_eub,,,,au,,,,True
pbr,2018/201,genus_species,rubus subgenus rubus watson,,,,au,,,,True
pbr,2018/201,genus,rubus,,,,au,,,,True
pbr,2018/202,upov,malus_dom,,,,au,,,,True
pbr,2018/202,genus_species,malus domestica,,,,au,,,,True
pbr,2018/202,genus,malus,,,,au,,,,True
pbr,2018/203,upov,armer_pse,,,,au,,,,True
pbr,2018/203,genus_species,armeria pseudarmeria,,,,au,,,,True
pbr,2018/203,genus,armeria,,,,au,,,,True
pbr,2018/204,upov,armer_pse,,,,au,,,,True
pbr,2018/204,genus_species,armeria pseudarmeria,,,,au,,,,True
pbr,2018/204,genus,armeria,,,,au,,,,True
pbr,2018/205,upov,armer_pse,,,,au,,,,True
pbr,2018/205,genus_species,armeria pseudarmeria,,,,au,,,,True
pbr,2018/205,genus,armeria,,,,au,,,,True
pbr,2018/206,upov,armer_pse,,,,au,,,,True
pbr,2018/206,genus_species,armeria pseudarmeria,,,,au,,,,True
pbr,2018/206,genus,armeria,,,,au,,,,True
pbr,2018/207,upov,vacci_cor,,,,au,,,,True
pbr,2018/207,genus_species,vaccinium corymbosum,,,,au,,,,True
pbr,2018/207,genus,vaccinium,,,,au,,,,True
pbr,2018/208,upov,vacci_cor,,,,au,,,,True
pbr,2018/208,genus_species,vaccinium corymbosum,,,,au,,,,True
pbr,2018/208,genus,vaccinium,,,,au,,,,True
pbr,2018/209,upov,cucum_mel,,,,au,,,,True
pbr,2018/209,genus_species,cucumis melo,,,,au,,,,True
pbr,2018/209,genus,cucumis,,,,au,,,,True
pbr,2018/210,upov,lactu_sat,,,,au,,,,True
pbr,2018/210,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/210,genus,lactuca,,,,au,,,,True
pbr,2018/211,upov,lactu_sat,,,,au,,,,True
pbr,2018/211,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/211,genus,lactuca,,,,au,,,,True
pbr,2018/212,upov,fraga_ana,,,,au,,,,True
pbr,2018/212,genus_species,fragaria x ananassa,,,,au,,,,True
pbr,2018/212,genus,fragaria,,,,au,,,,True
pbr,2018/213,upov,lactu_sat,,,,au,,,,True
pbr,2018/213,genus_species,lactuca sativa,,,,au,,,,True
pbr,2018/213,genus,lactuca,,,,au,,,,True
pbr,2018/214,upov,citru_sin,,,,au,,,,True
pbr,2018/214,genus_species,citrus sinensis,,,,au,,,,True
pbr,2018/214,genus,citrus,,,,au,,,,True
pbr,2018/215,upov,triti_aes,,,,au,,,,True
pbr,2018/215,genus_species,triticum aestivum,,,,au,,,,True
pbr,2018/215,genus,triticum,,,,au,,,,True
pbr,2018/216,upov,horde_vul,,,,au,,,,True
pbr,2018/216,genus_species,hordeum vulgare,,,,au,,,,True
pbr,2018/216,genus,hordeum,,,,au,,,,True
pbr,2018/217,upov,lenss_cul,,,,au,,,,True
pbr,2018/217,genus_species,lens culinaris,,,,au,,,,True
pbr,2018/217,genus,lens,,,,au,,,,True
pbr,2018/218,upov,rubus_ida,,,,au,,,,True
pbr,2018/218,genus_species,rubus idaeus,,,,au,,,,True
pbr,2018/218,genus,rubus,,,,au,,,,True
pbr,2018/219,upov,rubus_ida,,,,au,,,,True
pbr,2018/219,genus_species,rubus idaeus,,,,au,,,,True
pbr,2018/219,genus,rubus,,,,au,,,,True
pbr,2018/220,upov,rubus_ida,,,,au,,,,True
pbr,2018/220,genus_species,rubus idaeus,,,,au,,,,True
pbr,2018/220,genus,rubus,,,,au,,,,True
pbr,2018/221,upov,solan_lyc,,,,au,,,,True
